project_id,mp_id,constituency,state,district,category,description,sanctioned_amount,expenditure,unit_cost_basis,status,recommendation_date,sanction_date,implementing_agency,marked_complete_by_ia,contractor_id,site_latitude,site_longitude,photo_latitude,photo_longitude,is_seeded_anomalous,seeded_anomaly_types
PRJ00616,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 3",2950285.96,2934879.48,2950285.96,Completed,2026-06-28,2026-07-26,Zilla Parishad PWD Division,False,CTR0109,26.144359,84.922792,26.036719,85.001847,True,phantom_work
PRJ00617,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 19",2948458.34,2849051.6,2948458.34,Completed,2026-03-04,2026-03-29,Public Works Department (PWD),True,CTR0091,25.411109,85.253203,25.411109,85.253203,False,
PRJ00618,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 6",5571765.85,5258716.28,5571765.85,Work In Progress,2025-10-28,2025-12-05,Municipal Corporation Engineering Cell,False,CTR0044,25.969922,84.582844,25.969922,84.582844,False,
PRJ00619,MP016,Bihar-14,Bihar,Bihar District 2,Drinking Water Supply,"Drinking Water Supply at Bihar District 2, Ward 21",1698419.71,1481490.78,1698419.71,Payment Released,2025-10-04,2025-10-28,Public Works Department (PWD),False,CTR0102,25.71576,85.477261,25.71576,85.477261,False,
PRJ00620,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 23",790892.54,707836.68,790892.54,Completed,2025-01-08,2025-02-19,Panchayati Raj Engineering Department,True,CTR0023,25.771354,85.221135,25.771354,85.221135,False,
PRJ00621,MP016,Bihar-14,Bihar,Bihar District 2,Library / Reading Room,"Library / Reading Room at Bihar District 2, Ward 19",465313.96,451420.06,465313.96,Payment Released,2024-08-13,2024-09-22,Cantonment Board Works Wing,False,CTR0101,25.21619,84.631836,25.21619,84.631836,False,
PRJ00622,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 10",453663.7,470167.1,453663.7,Work In Progress,2026-01-05,2026-02-18,Cantonment Board Works Wing,False,CTR0013,25.066889,85.231775,25.066889,85.231775,True,cost_inflation
PRJ00623,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 19",104235.07,88694.35,104235.07,Payment Released,2025-10-03,2025-12-26,Cantonment Board Works Wing,False,CTR0023,25.580632,84.647897,25.580632,84.647897,False,
PRJ00624,MP016,Bihar-14,Bihar,Bihar District 2,Drinking Water Supply,"Drinking Water Supply at Bihar District 2, Ward 2",655728.02,577610.59,655728.02,Completed,2024-07-27,2024-09-21,Panchayati Raj Engineering Department,True,CTR0109,25.889879,85.156013,25.889879,85.156013,False,
PRJ00625,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 8",132773.66,131110.45,132773.66,Payment Released,2024-11-20,2024-12-30,Panchayati Raj Engineering Department,False,CTR0078,25.393406,84.946499,25.393406,84.946499,False,
PRJ00626,MP016,Bihar-14,Bihar,Bihar District 2,Library / Reading Room,"Library / Reading Room at Bihar District 2, Ward 11",1437681.18,1350865.92,1437681.18,Completed,2025-12-18,2026-02-05,Municipal Corporation Engineering Cell,True,CTR0014,26.057074,84.559527,26.057074,84.559527,False,
PRJ00627,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 6",4668306.97,4264804.28,4668306.97,Work In Progress,2025-07-19,2025-09-08,Zilla Parishad PWD Division,False,CTR0031,25.410559,85.653861,25.410559,85.653861,False,
PRJ00628,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 24",2628579.34,2458624.13,2628579.34,Payment Released,2025-10-13,2025-11-29,Cantonment Board Works Wing,False,CTR0106,25.91461,85.474168,25.91461,85.474168,False,
PRJ00629,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 8",2583297.38,2503448.36,2583297.38,Sanctioned,2024-10-30,2025-01-13,Municipal Corporation Engineering Cell,False,CTR0058,26.129191,85.247852,26.129191,85.247852,False,
PRJ00630,MP016,Bihar-14,Bihar,Bihar District 2,Community Hall,"Community Hall at Bihar District 2, Ward 24",5194206.17,4455016.19,5194206.17,Work In Progress,2025-06-24,2025-09-03,District Rural Development Agency,False,CTR0045,25.482252,85.308507,25.482252,85.308507,False,
PRJ00631,MP016,Bihar-14,Bihar,Bihar District 2,Road Construction,"Road Construction at Bihar District 2, Ward 14",1799326.2,1579741.78,1799326.2,Work In Progress,2026-02-11,2026-03-19,Cantonment Board Works Wing,False,CTR0007,25.899243,85.154835,25.899243,85.154835,False,
PRJ00632,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 12",282124.35,248947.86,282124.35,Completed,2024-06-08,2024-07-25,Public Works Department (PWD),True,CTR0114,26.160725,85.35815,26.160725,85.35815,False,
PRJ00633,MP016,Bihar-14,Bihar,Bihar District 2,Sports Infrastructure,"Sports Infrastructure at Bihar District 2, Ward 19",3183661.17,3043872.46,3183661.17,Work In Progress,2026-04-23,2026-05-23,Public Works Department (PWD),False,CTR0049,25.302607,85.036072,25.302607,85.036072,False,
PRJ00634,MP016,Bihar-14,Bihar,Bihar District 2,Street Lighting,"Street Lighting at Bihar District 2, Ward 11",150707.56,150194.04,150707.56,Completed,2025-05-20,2025-06-15,District Rural Development Agency,True,CTR0006,25.795973,85.50692,25.70395540129303,85.60810754125431,True,geo_mismatch
PRJ00635,MP016,Bihar-14,Bihar,Bihar District 2,School Building Repair,"School Building Repair at Bihar District 2, Ward 13",1955738.66,1762601.97,1955738.66,Work In Progress,2024-08-19,2024-09-11,Municipal Corporation Engineering Cell,False,CTR0014,25.778157,84.582129,25.778157,84.582129,False,
PRJ00636,MP016,Bihar-14,Bihar,Bihar District 2,Borewell / Handpump,"Borewell / Handpump at Bihar District 2, Ward 11",168517.57,158338.58,168517.57,Work In Progress,2024-09-05,2024-10-15,District Rural Development Agency,False,CTR0094,25.472363,85.068123,25.472363,85.068123,False,
PRJ00637,MP016,Bihar-14,Bihar,Bihar District 2,Library / Reading Room,"Library / Reading Room at Bihar District 2, Ward 6",1330544.59,1285997.65,1330544.59,Completed,2026-02-11,2026-04-19,Cantonment Board Works Wing,True,CTR0079,25.218181,85.016416,25.12370836573042,85.08017008768694,True,geo_mismatch
PRJ00638,MP016,Bihar-14,Bihar,Bihar District 2,Library / Reading Room,"Library / Reading Room at Bihar District 2, Ward 4",253946.52,237176.33,253946.52,Work In Progress,2025-06-21,2025-09-15,District Rural Development Agency,False,CTR0114,26.029522,85.300313,26.029522,85.300313,False,
PRJ00639,MP016,Bihar-14,Bihar,Bihar District 2,Drainage System,"Drainage System at Bihar District 2, Ward 23",2227924.3,2070049.57,2227924.3,Completed,2025-01-02,2025-01-26,Public Works Department (PWD),True,CTR0027,25.310685,84.563392,25.310685,84.563392,False,
PRJ00640,MP016,Bihar-14,Bihar,Bihar District 2,Sports Infrastructure,"Sports Infrastructure at Bihar District 2, Ward 9",2050659.81,1927799.62,2050659.81,Completed,2025-01-26,2025-04-23,Panchayati Raj Engineering Department,True,CTR0093,25.199506,84.955685,25.199506,84.955685,False,
PRJ00641,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,School Building Repair,"School Building Repair at Maharashtra District 3, Ward 13",1860686.76,1746733.74,1860686.76,Payment Released,2025-02-17,2025-04-18,District Rural Development Agency,False,CTR0039,19.330428,75.900023,19.330428,75.900023,False,
PRJ00642,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Library / Reading Room,"Library / Reading Room at Maharashtra District 3, Ward 2",836721.63,753188.68,836721.63,Completed,2024-10-26,2024-11-23,Municipal Corporation Engineering Cell,False,CTR0071,19.723175,75.337067,19.723175,75.337067,False,
PRJ00643,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drainage System,"Drainage System at Maharashtra District 3, Ward 22",1449676.57,1327407.26,1449676.57,Work In Progress,2025-09-02,2025-11-25,Zilla Parishad PWD Division,False,CTR0001,19.432105,75.769805,19.432105,75.769805,False,
PRJ00644,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Library / Reading Room,"Library / Reading Room at Maharashtra District 3, Ward 7",1399438.68,1258350.91,1399438.68,Payment Released,2025-07-06,2025-08-15,District Rural Development Agency,False,CTR0062,19.984559,75.144056,19.984559,75.144056,False,
PRJ00645,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 3, Ward 10",328544.69,306506.64,328544.69,Payment Released,2024-05-21,2024-07-13,District Rural Development Agency,False,CTR0082,19.682022,75.202484,19.615459315210476,75.28632886595747,True,geo_mismatch
PRJ00646,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 9",2726164.51,2851754.28,2726164.51,Completed,2025-05-11,2025-07-22,Cantonment Board Works Wing,False,CTR0061,19.387784,75.33395,19.387784,75.33395,True,cost_inflation
PRJ00647,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 12",1074268.55,932138.39,1074268.55,Completed,2024-09-19,2024-10-23,Municipal Corporation Engineering Cell,True,CTR0083,19.154182,75.62548,19.154182,75.62548,False,
PRJ00648,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 9",387829.57,363257.45,387829.57,Work In Progress,2025-11-28,2025-12-20,District Rural Development Agency,False,CTR0048,19.785088,75.498912,19.785088,75.498912,False,
PRJ00649,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Public Toilet Complex,"Public Toilet Complex at Maharashtra District 3, Ward 19",1226951.49,1261280.42,1226951.49,Payment Released,2025-02-28,2025-05-06,Zilla Parishad PWD Division,False,CTR0060,20.264089,76.138085,20.264089,76.138085,True,cost_inflation
PRJ00650,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Road Construction,"Road Construction at Maharashtra District 3, Ward 4",2324472.83,2074098.64,2324472.83,Work In Progress,2026-05-26,2026-07-16,Cantonment Board Works Wing,False,CTR0020,19.481648,76.20957,19.481648,76.20957,False,
PRJ00651,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 14",5546564.16,5169181.82,5546564.16,Payment Released,2024-08-22,2024-10-17,Panchayati Raj Engineering Department,False,CTR0086,19.399693,75.511931,19.399693,75.511931,False,
PRJ00652,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Library / Reading Room,"Library / Reading Room at Maharashtra District 3, Ward 17",869164.85,740879.79,869164.85,Work In Progress,2026-04-22,2026-06-27,Public Works Department (PWD),False,CTR0030,19.552383,75.823856,19.552383,75.823856,True,duplicate_photo
PRJ00653,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 19",1566463.56,1468180.86,1566463.56,Completed,2024-07-24,2024-09-25,Public Works Department (PWD),True,CTR0069,20.019617,75.5877,20.019617,75.5877,False,
PRJ00654,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Street Lighting,"Street Lighting at Maharashtra District 3, Ward 23",617628.98,553675.82,617628.98,Payment Released,2024-10-25,2024-12-29,Public Works Department (PWD),False,CTR0061,19.342154,76.190592,19.342154,76.190592,False,
PRJ00655,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Road Construction,"Road Construction at Maharashtra District 3, Ward 19",1564058.54,1506919.83,1564058.54,Completed,2025-04-05,2025-04-23,Panchayati Raj Engineering Department,True,CTR0065,19.66899,75.370947,19.66899,75.370947,False,
PRJ00656,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Library / Reading Room,"Library / Reading Room at Maharashtra District 3, Ward 6",809124.09,807261.63,809124.09,Work In Progress,2026-01-07,2026-03-20,Public Works Department (PWD),False,CTR0019,19.350917,75.256424,19.350917,75.256424,False,
PRJ00657,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 3, Ward 2",194886.53,166267.71,194886.53,Completed,2024-08-25,2024-11-14,Municipal Corporation Engineering Cell,False,CTR0028,19.141318,75.634991,19.141318,75.634991,False,
PRJ00658,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 7",1484398.82,1348124.95,1484398.82,Completed,2024-06-01,2024-08-11,Public Works Department (PWD),True,CTR0011,20.095479,75.260435,20.095479,75.260435,False,
PRJ00659,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Borewell / Handpump,"Borewell / Handpump at Maharashtra District 3, Ward 24",262686.65,260250.81,262686.65,Completed,2024-12-05,2025-02-15,Zilla Parishad PWD Division,True,CTR0107,19.43068,75.498607,19.43068,75.498607,False,
PRJ00660,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 18",1864972.53,1791831.86,1864972.53,Work In Progress,2025-12-09,2026-01-15,Public Works Department (PWD),False,CTR0012,19.176553,75.564668,19.176553,75.564668,False,
PRJ00661,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drainage System,"Drainage System at Maharashtra District 3, Ward 1",2953103.92,2828044.17,2953103.92,Payment Released,2024-10-10,2024-11-26,Public Works Department (PWD),False,CTR0110,20.271941,75.552642,20.271941,75.552642,False,
PRJ00662,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Library / Reading Room,"Library / Reading Room at Maharashtra District 3, Ward 4",1330393.77,1319954.08,1330393.77,Completed,2024-11-19,2025-01-02,Public Works Department (PWD),True,CTR0076,19.362526,75.491465,19.362526,75.491465,False,
PRJ00663,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 19",1278061.7,1130125.66,1278061.7,Work In Progress,2025-07-19,2025-08-15,Panchayati Raj Engineering Department,False,CTR0020,19.17015,75.459915,19.17015,75.459915,False,
PRJ00664,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 10",2644945.91,2270973.77,2644945.91,Work In Progress,2026-03-02,2026-04-30,District Rural Development Agency,False,CTR0119,19.799969,76.161212,19.799969,76.161212,False,
PRJ00665,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Sports Infrastructure,"Sports Infrastructure at Maharashtra District 3, Ward 9",2460691.54,2350365.54,2460691.54,Sanctioned,2026-06-19,2026-08-24,Public Works Department (PWD),False,CTR0113,19.592878,75.705565,19.592878,75.705565,False,
PRJ00666,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 9",1754953.89,1588650.1,1754953.89,Completed,2024-06-25,2024-09-01,Municipal Corporation Engineering Cell,True,CTR0084,19.604884,75.702334,19.710730327693874,75.59182836134808,True,geo_mismatch
PRJ00667,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 23",1345238.4,1338520.18,1345238.4,Completed,2024-08-18,2024-10-08,Cantonment Board Works Wing,False,CTR0019,19.9366,75.199868,19.9366,75.199868,False,
PRJ00668,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drinking Water Supply,"Drinking Water Supply at Maharashtra District 3, Ward 23",1509377.96,1481699.61,1509377.96,Payment Released,2025-05-21,2025-06-09,Zilla Parishad PWD Division,False,CTR0005,19.344794,76.091758,19.344794,76.091758,False,
PRJ00669,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Street Lighting,"Street Lighting at Maharashtra District 3, Ward 12",878883.98,785398.43,878883.98,Payment Released,2025-11-30,2025-12-29,Zilla Parishad PWD Division,False,CTR0007,19.663288,76.129429,19.663288,76.129429,False,
PRJ00670,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Road Construction,"Road Construction at Maharashtra District 3, Ward 10",842099.24,814316.04,842099.24,Completed,2026-03-11,2026-04-19,Zilla Parishad PWD Division,True,CTR0044,19.665952,75.372978,19.665952,75.372978,False,
PRJ00671,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,School Building Repair,"School Building Repair at Maharashtra District 3, Ward 22",817448.08,754328.48,817448.08,Completed,2025-06-19,2025-08-26,Cantonment Board Works Wing,True,CTR0108,19.314997,76.169368,19.314997,76.169368,False,
PRJ00672,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 15",2247729.13,2292911.31,2247729.13,Sanctioned,2026-05-31,2026-08-12,Cantonment Board Works Wing,False,CTR0008,19.321162,75.147234,19.321162,75.147234,True,cost_inflation
PRJ00673,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Drainage System,"Drainage System at Maharashtra District 3, Ward 21",1427967.45,1340748.43,1427967.45,Completed,2025-07-24,2025-09-17,Panchayati Raj Engineering Department,True,CTR0009,20.014268,76.171965,20.130495,76.290145,True,phantom_work
PRJ00674,MP017,Maharashtra-11,Maharashtra,Maharashtra District 3,Community Hall,"Community Hall at Maharashtra District 3, Ward 24",3998362.72,3975607.14,3998362.72,Work In Progress,2025-10-25,2026-01-19,Public Works Department (PWD),False,CTR0025,19.710751,75.64339,19.710751,75.64339,False,
